robot_id,keyframe_id,timestamp,x,y,z,qx,qy,qz,qw
robot_0,42,1059.320223837,21.4196109772,2.4047689438,-0.3832457066,-0.0078458246,0.0133617530,0.0587172806,0.9981544018
robot_0,43,1060.320176838,21.9402313232,2.4734861851,-0.3943823576,-0.0078778919,0.0069514248,0.0461431630,0.9988796115
robot_0,44,1061.519706837,22.5023670197,2.5436446667,-0.3874776661,-0.0035181500,-0.0053882971,0.0405944586,0.9991549850
robot_0,45,1062.519737835,23.0301170349,2.6044969559,-0.3918925524,-0.0104857236,0.0068300292,0.0401515663,0.9991152287
robot_0,46,1063.620284839,23.5579147339,2.6516518593,-0.4058701694,-0.0005253173,0.0108137811,0.0665795803,0.9977223873
robot_0,47,1064.819592836,24.1942062378,2.7440989017,-0.4035022259,0.0084944386,-0.0008449512,0.0458730720,0.9989107847
robot_0,48,1065.819276833,24.7433795929,2.8062703609,-0.4167023897,-0.0002666287,0.0057803183,0.0357043743,0.9993456602
robot_0,49,1067.019992838,25.3182029724,2.8432435989,-0.4266739786,0.0077081826,0.0131391743,0.0372899137,0.9991883636
robot_0,50,1068.119553834,25.8400402069,2.8988590240,-0.4232736528,0.0073498804,-0.0041694278,0.0292291734,0.9995369911
robot_0,51,1069.220039837,26.4013462067,2.9445002079,-0.4278435111,0.0089061605,0.0010218463,0.0304378234,0.9994964600
robot_0,52,1070.21985284,26.9110794067,2.9990179539,-0.4356548786,0.0040854360,0.0036168899,0.0421453901,0.9990965724
robot_0,53,1071.219341837,27.4435634613,3.0783886909,-0.4461587965,-0.0000719697,0.0108005945,0.0696852505,0.9975105524
robot_0,54,1072.419341841,28.0449180603,3.1640422344,-0.4550572038,0.0068146368,0.0087966844,0.0723606795,0.9973164797
robot_0,55,1073.519936841,28.5390148163,3.2548706532,-0.4516514242,0.0079443585,0.0084083062,0.0515365191,0.9986041188
robot_0,56,1074.719672837,29.2027797699,3.3124723434,-0.4668241441,0.0045693559,0.0027771513,0.0206865333,0.9997717142
robot_0,57,1075.819934834,29.7236156464,3.3643538952,-0.4612463117,0.0021858497,0.0047569615,0.0456623323,0.9989432096
robot_0,58,1076.919433841,30.2884368896,3.4456396103,-0.4663563371,-0.0029346694,0.0040109423,0.0622408502,0.9980487823
robot_0,59,1077.919489835,30.8571166992,3.5282862186,-0.4647918344,-0.0071284622,0.0069224662,0.0442756936,0.9989699125
robot_0,60,1079.119627836,31.4112815857,3.5661234856,-0.4837332070,-0.0104182623,0.0117967855,0.0045619337,0.9998657107
robot_0,61,1080.219108841,31.9701824188,3.6003839970,-0.4885491729,-0.0086651454,0.0079132048,0.0266805999,0.9995751381
robot_0,62,1081.319411839,32.5414390564,3.6366350651,-0.4950534105,-0.0047171535,0.0107884947,0.0306499638,0.9994608164
robot_0,63,1082.419312837,33.1301765442,3.6823186874,-0.5070262551,-0.0065642102,0.0046569640,0.0257574394,0.9996358156
robot_0,64,1083.719394839,33.7173538208,3.7491769791,-0.5112679601,-0.0139581859,0.0016383267,0.0491744541,0.9986913204
robot_0,65,1084.919202839,34.3240699768,3.8147284985,-0.5186569691,-0.0024187085,0.0116422037,0.0629889742,0.9979434013
robot_0,66,1086.019244834,34.9072799683,3.9083719254,-0.5335711837,-0.0039188680,0.0093911551,0.0589038245,0.9982118011
robot_0,67,1087.018914839,35.4427642822,3.9932010174,-0.5424051285,-0.0081200851,0.0070194099,0.0580198728,0.9982576966
robot_0,68,1088.41974284,36.1146049500,4.0925073624,-0.5345672965,-0.0028733308,0.0117980717,0.0514766723,0.9986003637
robot_0,69,1089.519565838,36.6423454285,4.1427826881,-0.5431889892,-0.0049578035,0.0094109187,0.0393453836,0.9991690516
robot_0,70,1090.719520838,37.2698478699,4.2315115929,-0.5539563298,-0.0099700531,0.0084394300,0.0481597632,0.9987542033
robot_0,71,1091.818683837,37.8220291138,4.2925844193,-0.5717384219,-0.0142340483,0.0087136040,0.0559089854,0.9982963800
robot_0,72,1092.919185109,38.3593711853,4.4128899574,-0.5737690926,-0.0115076080,0.0107206469,0.1053895876,0.9943066239
robot_0,73,1093.818943834,38.8542366028,4.5106492043,-0.5782784224,-0.0097164540,0.0078898557,0.0927227587,0.9956132770
robot_0,74,1095.118814839,39.4849166870,4.6324582100,-0.6171108484,-0.0121659506,0.0112945037,0.0852897614,0.9962179065
robot_0,75,1096.119103837,39.9929847717,4.7277698517,-0.6057636738,-0.0029113612,0.0075782039,0.0799753368,0.9967637658
robot_0,76,1097.019251833,40.4996032715,4.8310375214,-0.6221622825,-0.0021328484,0.0060218032,0.0358845890,0.9993355274
robot_0,77,1098.219304839,41.0361747742,4.8486132622,-0.6057676077,-0.0009786291,0.0062469332,0.0098767048,0.9999312162
robot_0,78,1099.419136834,41.7031402588,4.8948564529,-0.6279596090,-0.0119371479,0.0055691153,0.0159189496,0.9997864962
robot_0,79,1100.519467835,42.2248954773,4.9343662262,-0.6231384277,-0.0026007227,0.0177540053,0.0409347378,0.9990006685
robot_0,80,1101.719283837,42.8169898987,5.0065612793,-0.6519664526,-0.0006436663,0.0094566960,0.0713076442,0.9974093437
robot_0,81,1102.619008834,43.3267097473,5.0883622169,-0.6461777687,0.0014582720,0.0078405738,0.0800900310,0.9967557192
robot_0,82,1104.018903838,44.0949630737,5.2095918655,-0.6495866179,0.0061719939,0.0051066265,0.0608887449,0.9981124401
robot_0,83,1105.618952835,44.7978286743,5.3181390762,-0.6536449194,0.0019212792,-0.0036035620,0.0366295986,0.9993205667
robot_0,84,1106.718634837,45.3854942322,5.3948502541,-0.6803548336,-0.0078502037,-0.0069171069,-0.0232395045,0.9996751547
robot_0,85,1107.818941836,45.9338264465,5.3589992523,-0.6501771212,-0.0070085721,0.0065240795,-0.0166020375,0.9998162985
robot_0,86,1108.918427838,46.4883651733,5.3770689964,-0.6556530595,-0.0088487295,0.0083048744,0.0251229219,0.9996107221
robot_0,87,1109.918654835,46.9912643433,5.4120249748,-0.6586843729,-0.0025001764,0.0179957692,0.0258780979,0.9994999766
robot_0,88,1110.918715839,47.5174598694,5.4613981247,-0.6696815491,-0.0023428472,-0.0079219043,0.0208129734,0.9997492433
robot_0,89,1112.019009834,48.0795478821,5.5017905235,-0.6697093844,-0.0114794476,0.0018864954,0.0226463042,0.9996758699
robot_0,90,1113.019185835,48.5860176086,5.5471367836,-0.6704984903,-0.0112853907,0.0071274228,0.0378073156,0.9991958737
robot_0,91,1114.119008835,49.1267967224,5.6097679138,-0.6755803823,-0.0116664004,0.0083468687,0.0306559317,0.9994270802
robot_0,92,1115.419042835,49.7512817383,5.6776900291,-0.6873616576,-0.0239282008,0.0095823249,0.0314386711,0.9991732836
robot_0,93,1116.41852084,50.2759590149,5.7468466759,-0.6928871274,-0.0290460102,0.0064759739,0.0590963140,0.9978086352
robot_0,94,1117.418733837,50.7981033325,5.8581147194,-0.7097253799,-0.0391805395,0.0058679301,0.0650542602,0.9970949888
robot_0,95,1118.418325838,51.2990341187,5.9334840775,-0.7309702039,-0.0378260911,0.0123807797,0.0692958459,0.9968018532
robot_0,96,1119.418281836,51.8063468933,5.9924607277,-0.7214991450,-0.0322131664,0.0051276903,0.0332271643,0.9989153743
robot_0,97,1120.518345835,52.3581771851,6.0370178223,-0.7230623960,-0.0319433324,-0.0007519610,0.0359771661,0.9988417029
robot_0,98,1121.518623104,52.8823013306,6.0971851349,-0.7270582914,-0.0345711745,-0.0028240473,0.0519126169,0.9980490804
robot_0,99,1122.718322834,53.4634933472,6.1809892654,-0.7229335904,-0.0259907059,0.0027398900,0.0579058565,0.9979798794
robot_0,100,1123.918788835,54.1150474548,6.2797675133,-0.7310267091,-0.0246557128,0.0075115915,0.0373112187,0.9989712238
robot_0,101,1125.018529834,54.6304244995,6.3050789833,-0.7391772866,-0.0263439622,-0.0022405281,0.0317264758,0.9991468191
robot_0,102,1126.018760838,55.1676826477,6.3888077736,-0.7380517721,-0.0334284455,-0.0035035147,0.0422688983,0.9985407591
robot_0,103,1127.018383833,55.6690635681,6.4411950111,-0.7510316372,-0.0369657874,0.0064803991,0.0541239493,0.9978287220
robot_0,104,1128.318537839,56.3657493591,6.5585131645,-0.7597777843,-0.0349415094,0.0047389087,0.0691292956,0.9969843626
robot_0,105,1129.418630836,56.8710975647,6.6414451599,-0.7621982694,-0.0294653140,0.0049329484,0.0780043304,0.9965052605
robot_0,106,1130.518453836,57.4378318787,6.7222619057,-0.7674499154,-0.0293284189,0.0089418748,0.0521582440,0.9981680512
robot_0,107,1131.518057106,57.9409370422,6.7772803307,-0.7752162218,-0.0134572089,0.0177135132,0.0736068115,0.9970391989
robot_0,108,1132.91858484,58.6486892700,6.8926820755,-0.7792158127,-0.0170525294,-0.0118656587,0.0354843289,0.9991542697
robot_0,109,1134.01838984,59.1760635376,6.9368486404,-0.7786700726,-0.0193891991,0.0051071974,0.0328335874,0.9992597103
robot_0,110,1134.918149833,59.6562957764,6.9850130081,-0.6053668261,0.0157606415,0.0064295875,0.0394630805,0.9990760088
robot_0,111,1135.018491835,59.6825523376,6.8891811371,-1.1075832844,-0.0441735312,-0.0008464811,0.0411018953,0.9981776476
robot_0,112,1135.518192109,59.9789505005,7.0316662788,-0.7182837129,0.0044103735,0.0016199094,0.0512295663,0.9986758232
robot_0,113,1136.818323838,60.5990447998,7.0705308914,-0.7957744598,-0.0052118469,0.0076821549,0.0188457314,0.9997792840
robot_0,114,1137.818273835,61.1415176392,7.1127676964,-0.7920022011,-0.0021802776,0.0070980443,0.0276424251,0.9995902777
robot_0,115,1138.917738836,61.6693725586,7.1571736336,-0.8010303974,-0.0034630788,0.0087137325,0.0472713374,0.9988380671
robot_0,116,1140.018480838,62.2347564697,7.2380867004,-0.7956018448,0.0025344684,0.0016933266,0.0777973607,0.9969645143
robot_0,117,1141.218102834,62.8574676514,7.3707532883,-0.8027900457,0.0001262914,0.0113540776,0.0997654796,0.9949461818
robot_0,118,1142.517737836,63.4918746948,7.4947190285,-0.8031328917,-0.0023180707,-0.0015063323,0.0416748077,0.9991273880
robot_0,119,1143.518574838,63.9908409119,7.5638732910,-0.7896087170,-0.0115183275,-0.0088476455,0.0568429939,0.9982774854
robot_0,120,1144.617653837,64.5732650757,7.6314744949,-0.7859817147,-0.0025993760,0.0127532026,0.0442415886,0.9989360571
robot_0,121,1145.91785584,65.1328430176,7.6848697662,-0.7759262323,0.0115463743,-0.0223678760,0.0515812077,0.9983515143
robot_0,122,1146.818012104,65.7858963013,7.7691426277,-0.7716629505,0.0034158984,0.0215706285,0.0483268574,0.9985927939
robot_0,123,1148.017845839,66.3203582764,7.7912120819,-0.7895244956,0.0058257962,0.0094257602,0.0056771887,0.9999225140
robot_0,124,1149.217846837,66.8864288330,7.8355731964,-0.7999771833,0.0090845879,0.0056262617,0.0468555130,0.9988445044
robot_0,125,1150.61770111,67.6276855469,7.9242639542,-0.8024093509,0.0100030294,0.0050677671,0.0427419804,0.9990231991
robot_0,126,1151.718527838,68.1763763428,7.9892816544,-0.8105820417,0.0063107177,-0.0007960259,0.0369874425,0.9992954731
robot_0,127,1153.118233835,68.8692092896,8.0103349686,-0.8034304380,0.0091362083,0.0040832912,-0.0111578619,0.9998876452
robot_0,128,1154.218017838,69.4211502075,8.0200834274,-0.8050898314,0.0041831639,-0.0071321032,-0.0096233115,0.9999195337
robot_0,129,1155.117727837,69.9128494263,8.0924310684,-0.7898415327,-0.0094192270,-0.0148155084,0.0742475390,0.9970852733
robot_0,130,1155.618206841,70.1048583984,8.1314334869,-0.7906668782,0.0030582517,-0.0102697676,0.1501061469,0.9886118174
robot_0,131,1156.817247839,70.6647262573,8.3007411957,-0.7655655742,0.0242105946,-0.0162911974,0.1417296082,0.9894751906
robot_0,132,1157.517845838,70.9760894775,8.3621616364,-0.7588481903,0.0367757194,-0.0164106619,0.2640073299,0.9636796117
robot_0,133,1157.817921837,71.0136489868,8.4327468872,-0.7581968307,0.0258503761,-0.0212323815,0.3390581310,0.9401704669
robot_0,134,1159.017812834,71.4054336548,8.8401050568,-0.7247691751,0.0152165182,-0.0288496781,0.3859429955,0.9219458699
robot_0,135,1160.91802284,71.5383911133,9.0584344864,-0.7258676887,0.0004355394,-0.0042174202,0.4645693898,0.8855265379
robot_0,136,1161.41790584,71.5215072632,9.0659503937,-0.7352477908,0.0147730028,-0.0093155159,0.5302174091,0.8476818204
robot_0,137,1161.81825984,71.5807571411,9.0202169418,-0.7230023146,0.0255095437,-0.0104773743,0.5990296602,0.8002517819
robot_0,138,1162.217629835,71.5289230347,9.0121355057,-0.7332857847,0.0167083088,-0.0221509356,0.6737273335,0.7384589911
robot_0,139,1163.417626835,71.5581130981,8.7369031906,-0.7342190742,0.0243052766,-0.0237338264,0.7316129208,0.6808733344
robot_0,140,1164.517820837,71.6622390747,8.2943792343,-0.7450837493,0.0216735210,-0.0254189949,0.8513399959,0.5235496759
robot_0,141,1164.917179834,71.7319183350,8.1695613861,-0.7584921718,0.0110865561,-0.0250066426,0.8991273642,0.4368315041
robot_0,142,1165.317752837,71.8488922119,8.0620155334,-0.7619611025,0.0021111041,-0.0274359379,0.9413013458,0.3364439607
robot_0,143,1166.617344837,71.8268966675,8.0668487549,-0.7606070042,0.0012901758,-0.0267658420,0.9750073552,0.2205507159
robot_0,144,1166.91771684,71.8318710327,8.0769805908,-0.7573162317,0.0012441312,-0.0221232902,0.9891176820,0.1454484761
robot_0,145,1167.517401837,71.8037033081,8.0415439606,-0.7706030011,-0.0017531653,-0.0268663969,0.9996067882,0.0078326492
robot_0,146,1169.118125834,71.3009643555,8.0182256699,-0.7711923718,-0.0042322450,-0.0248723291,0.9996733665,-0.0040697735
robot_0,147,1170.217844835,70.8988189697,8.0429830551,-0.7790482044,-0.0050391457,-0.0197220575,0.9971998334,0.0719595253
robot_0,148,1171.717855838,70.3439788818,8.1576299667,-0.7877663970,-0.0174530558,0.0004862997,0.9994883537,-0.0267987698
robot_0,149,1173.218000833,69.7231292725,8.1158418655,-0.7982839346,-0.0090929717,0.0061243894,0.9999313951,0.0041319383
robot_0,150,1173.917244833,69.4054565430,8.1248149872,-0.8144555688,-0.0100177173,-0.0037024200,0.9870096445,0.1603056788
robot_0,151,1175.317359838,68.8429412842,8.3416471481,-0.8010599613,0.0016704946,-0.0102795660,0.9696469903,0.2442872375
robot_0,152,1175.817218836,68.6253738403,8.4216566086,-0.8003517985,-0.0036632277,-0.0087736007,0.9386870265,0.3446393907
robot_0,153,1176.917934839,68.4886627197,8.5407791138,-0.8033760190,-0.0084132617,-0.0089399256,0.8418734074,0.5395355225
robot_0,154,1177.217808841,68.4857635498,8.5593414307,-0.8041966558,-0.0068538249,-0.0065095681,0.7939000726,0.6079748273
robot_0,155,1177.51782784,68.5242462158,8.5638580322,-0.7986972928,-0.0052178106,-0.0065105516,0.7415814400,0.6708109379
robot_0,156,1177.917239838,68.4544601440,8.5006971359,-0.8005777597,-0.0032778326,-0.0117403995,0.6836975217,0.7296637297
robot_0,157,1179.317337839,68.3867187500,8.2765245438,-0.8021477461,0.0023565402,-0.0107610170,0.5655708313,0.8246261477
robot_0,158,1179.717120834,68.3705291748,8.2623662949,-0.8003149033,0.0009607987,-0.0071963244,0.4849470854,0.8745133281
robot_0,159,1180.117367838,68.3183975220,8.2623777390,-0.8059621453,0.0019335690,-0.0044735232,0.3937886953,0.9191880822
robot_0,160,1181.617883838,68.6949691772,8.5879449844,-0.7959365249,0.0086026592,-0.0005017063,0.3038879037,0.9526688457
robot_0,161,1182.017338834,68.7141036987,8.5874471664,-0.8000584841,0.0105236368,-0.0015782189,0.2198383808,0.9754782915
robot_0,162,1182.417673839,68.6824188232,8.6199541092,-0.7931075692,0.0051600630,-0.0043750876,0.1337261796,0.9909952283
robot_0,163,1183.117620837,68.8629074097,8.6532611847,-0.7917782068,0.0134940548,-0.0098492084,0.0553801768,0.9983255863
robot_0,164,1183.81787684,69.2226104736,8.6757497787,-0.7985790372,0.0112563428,0.0095523614,-0.0301420316,0.9994366169
robot_0,165,1184.317503837,69.4091110229,8.6515617371,-0.7907164097,0.0210446473,0.0097732926,-0.1490652412,0.9885550737
robot_0,166,1184.716820835,69.5647583008,8.5861129761,-0.7898694873,0.0209367927,0.0031306709,-0.2348716855,0.9717958570
robot_0,167,1185.816909835,69.9864349365,8.3169612885,-0.7840952873,0.0144791873,-0.0183807481,-0.2767316401,0.9606623054
robot_0,168,1186.217104837,70.1820678711,8.2428922653,-0.7933857441,0.0092121316,-0.0105933258,-0.2009693682,0.9794969559
robot_0,169,1186.617417837,70.3652114868,8.2087993622,-0.7713209391,0.0091174692,-0.0154842045,-0.0944551602,0.9953669310
robot_0,170,1186.917073838,70.4941406250,8.1785583496,-0.7851555943,0.0142364465,-0.0092117181,0.0004238645,0.9998561144
robot_0,171,1188.017605836,71.0138397217,8.2163381577,-0.7624009252,0.0320587344,-0.0066769915,-0.0140619725,0.9993647337
robot_0,172,1188.517304837,71.1401290894,8.1637954712,-0.7641800046,0.0356888212,-0.0054040919,-0.0916371644,0.9951380491
