robot_id,keyframe_id,timestamp,x,y,z,qx,qy,qz,qw
robot_1,112,1127.69126439,60.0982093811,1.9102487564,-0.3634800613,0.0162633229,0.0135774594,-0.0922949016,0.9955062866
robot_1,113,1128.791500329,60.6177062988,1.8101946115,-0.3614283502,0.0206114296,0.0244187806,-0.0836570784,0.9959821105
robot_1,114,1139.19306135,61.1165580750,1.7077744007,-0.3755512834,0.0254367888,0.0100229410,-0.0778942853,0.9965866804
robot_1,115,1141.392828225,61.6139831543,1.6068813801,-0.3743881285,0.0354166068,0.0131625012,-0.0682925358,0.9969496131
robot_1,116,1143.593156337,62.1404991150,1.4988309145,-0.3810082078,0.0487043634,0.0233217571,-0.0751109123,0.9957119823
robot_1,117,1145.094222307,62.6331024170,1.4133086205,-0.4074335098,0.0435373150,0.0425986201,-0.0713155046,0.9955922365
robot_1,118,1146.394536255,63.1742172241,1.3578708172,-0.4394404590,0.0228443164,0.0443521775,-0.0768398121,0.9957944751
robot_1,119,1147.694906234,63.6833953857,1.2708092928,-0.4564559460,0.0064270901,0.0219084844,-0.0811426193,0.9964409471
robot_1,120,1149.395059346,64.0468902588,1.1814709902,-0.4693726599,0.0137641551,0.0212218314,-0.1593653560,0.9868955612
robot_1,121,1154.296067237,64.1787109375,1.1123023033,-0.4696339071,0.0138403829,0.0187166706,-0.0788242295,0.9966167212
robot_1,122,1154.896129369,64.2290420532,1.1094411612,-0.4708304703,0.0138732428,0.0174792707,0.0019566701,0.9997490644
robot_1,123,1155.396814345,64.2431640625,1.1165438890,-0.4626342952,0.0139288018,0.0183624979,0.0771885663,0.9967500567
robot_1,124,1155.89677143,64.2485961914,1.1005557775,-0.4664810300,0.0146643082,0.0218765140,0.1561559886,0.9873812199
robot_1,125,1156.496855257,64.2434616089,1.0701491833,-0.4642209113,0.0186649133,0.0278615076,0.2455041558,0.9688152671
robot_1,126,1157.496925353,64.2421493530,1.0963501930,-0.4579665959,-0.0000821324,0.0157403927,0.3213157952,0.9468412995
robot_1,127,1157.996713399,64.3079299927,1.0931898355,-0.4636820853,0.0012935008,0.0153775616,0.3917949200,0.9199231267
robot_1,128,1158.497765301,64.3196792603,1.0716708899,-0.4673831761,0.0044058906,0.0130827669,0.4604232609,0.8875921369
robot_1,129,1159.2975533,64.3653945923,1.1190660000,-0.4677362740,0.0096559180,0.0025917948,0.5298569202,0.8480281234
robot_1,130,1159.897679328,64.3760070801,1.1397372484,-0.4562916756,0.0105768535,0.0013069777,0.5931994915,0.8049849868
robot_1,131,1163.90139842,64.3289108276,1.0010921955,-0.4635201097,-0.0082615064,0.0333770663,0.6634258032,0.7474516034
robot_1,132,1164.403163432,64.3495635986,1.0778400898,-0.4802677333,0.0033327453,0.0167125706,0.7450844646,0.6667523384
robot_1,133,1168.709689378,64.3770599365,1.0282876492,-0.4773033857,-0.0066124243,0.0324151255,0.7989520431,0.6004840732
robot_1,134,1170.111887216,64.3014450073,1.0983692408,-0.4766195416,-0.0053544575,0.0234397799,0.8503825665,0.5256153345
robot_1,135,1170.612957238,64.2668762207,1.0992418528,-0.4801207185,-0.0064394698,0.0143754371,0.8893278241,0.4569987953
robot_1,136,1171.214124441,64.2477416992,1.1239484549,-0.4904006720,-0.0085819103,0.0077724461,0.9283713698,0.3714734316
robot_1,137,1171.814632415,64.2104644775,1.1247777939,-0.4721399546,-0.0031830021,-0.0008677660,0.9617198110,0.2740149200
robot_1,138,1172.616229294,63.9571533203,1.2394144535,-0.4653363824,-0.0150876250,-0.0008004517,0.9814937711,0.1908970028
robot_1,139,1173.717379331,63.4347686768,1.4345568419,-0.4509096444,-0.0067983870,-0.0125397919,0.9845149517,0.1747194678
robot_1,140,1175.119920253,62.9215812683,1.5569205284,-0.4321912825,0.0093687978,-0.0118269036,0.9764305353,0.2153040022
robot_1,141,1176.72268033,62.4297027588,1.7110115290,-0.4021559954,0.0166247711,-0.0024908376,0.9888914227,0.1476861537
robot_1,142,1179.125193356,61.9383811951,1.8239985704,-0.3859074414,-0.0139536802,0.0185594689,0.9847811460,0.1722408682
robot_1,143,1181.528348445,61.4539184570,2.0127046108,-0.3593505025,0.0124295969,0.0235842168,0.9694592357,0.2437992990
robot_1,144,1182.128833293,61.3552474976,2.1140103340,-0.3813115954,0.0062288204,0.0324836075,0.9445198178,0.3267848790
robot_1,145,1182.529629229,61.3013381958,2.1702334881,-0.3845523298,-0.0082828514,0.0279406179,0.9165195823,0.3989267647
robot_1,146,1184.131765364,61.2266502380,2.1611301899,-0.3772802055,-0.0213411842,0.0210356209,0.8829531074,0.4685038924
